"Behavioral effects of deep brain stimulation of the anterior nucleus of thalamus, entorhinal cortex and fornix in a rat model of Alzheimer's disease","2015"
"Minimal model of beta-cell mitochondrial Ca2+ handling","1997"
"A molecular circuit composed of CPEB-1 and c-Jun controls growth hormone-mediated synaptic plasticity in the mouse hippocampus","2008"
"Increased dendritic excitability in hippocampal ca1 in vivo in the kainic acid model of temporal lobe epilepsy: a study using current source density analysis","2003"
"Cellular and network properties of the subiculum in the pilocarpine model of temporal lobe epilepsy","2005"
"Timing of consecutive traveling pulses in a model of entorhinal cortex","2003"
"Emergence of sequence sensitivity in a hippocampal CA3–CA1 model","2007"
"Anxiety cells in a hippocampal-hypothalamic circuit","2018"
"Network mechanisms of theta related neuronal activity in hippocampal CA1 pyramidal neurons","2010"
"Teneurin-3 controls topographic circuit assembly in the hippocampus","2018"
"Hippocampus, cortex, and basal ganglia: Insights from computational models of complementary learning systems","2004"
"Functional correlates of the lateral and medial entorhinal cortex: objects, path integration and local–global reference frames","2014"
"Axon sprouting in a model of temporal lobe epilepsy creates a predominantly excitatory feedback circuit","2002"
"The organotypic entorhinal-hippocampal complex slice culture of adolescent rats. A model to study transcellular changes in a circuit particularly vulnerable in …","1994"
"Computational models of the spatial and mnemonic functions of the hippocampus.","2007"
"Spike-timing-dependent plasticity of inhibitory synapses in the entorhinal cortex","2006"
"Exploring the 4th dimension: hippocampus, time, and memory revisited","2011"
"Theta‐paced flickering between place‐cell maps in the hippocampus: A model based on short‐term synaptic plasticity","2017"
"A biologically plausible network model for pattern storage and recall inspired by Dentate Gyrus","2020"
"Testing a deep convolutional neural network for automated hippocampus segmentation in a longitudinal sample of healthy participants","2019"
"Allocentric representations of space in the hippocampus","2020"
"Circuit-specific alterations of N-methyl-D-aspartate receptor subunit 1 in the dentate gyrus of aged monkeys","1996"
"Differentiation of adult hippocampus-derived progenitors into olfactory neurons in vivo","1996"
"Synchronization of neural oscillations as a possible mechanism underlying episodic memory: a study of theta rhythm in the hippocampus","2004"
"Short‐term reverberant memory model of hippocampal field CA3","1997"
"Towards a circuit-level understanding of hippocampal CA1 dysfunction in Alzheimer's disease across anatomical axes","2018"
"Space, time and learning in the hippocampus: how fine spatial and temporal scales are expanded into population codes for behavioral control","2007"
"Limbic system abnormalities associated with mesial temporal sclerosis: a model of chronic cerebral changes due to seizures.","1997"
"States of curiosity modulate hippocampus-dependent learning via the dopaminergic circuit","2014"
"Cell assembly sequences arising from spike threshold adaptation keep track of time in the hippocampus","2011"
"Inverse relationship between adult hippocampal cell proliferation and synaptic rewiring in the dentate gyrus","2008"
"Dynamics and function of a CA1 model of the hippocampus during theta and ripples","2010"
"Improving the Izhikevich Model Based on Rat Basolateral Amygdala and Hippocampus Neurons, and Recognizing Their Possible Firing Patterns","2020"
"Full View","0"
"Topography-dependent spatio-temporal correlations in the entorhinal-dentate-CA3 circuit in a large-scale computational model of the Rat Hippocampus","2015"
"Relating hippocampal circuitry to function: recall of memory sequences by reciprocal dentate–CA3 interactions","1999"
"Design of a programmable pulse-coded neural processor for hippocampal region","1998"
"A neural circuit for memory specificity and generalization","2013"
"Modeling circuit alterations in epilepsy: A focus on mossy cell loss and mossy fiber sprouting in the dentate gyrus","2008"
"Full View","0"
"DTI and MR volumetry of hippocampus-PC/PCC circuit: in search of early micro-and macrostructural signs of Alzheimers's disease","2012"
"Increased excitatory synaptic input to granule cells from hilar and CA3 regions in a rat model of temporal lobe epilepsy","2012"
"Propagation of tau pathology in a model of early Alzheimer's disease","2012"
"Subthreshold Na+-dependent theta-like rhythmicity in stellate cells of entorhinal cortex layer II","1989"
"Altered excitatory-inhibitory balance in the NMDA-hypofunction model of schizophrenia","2008"
"The hippocampus, medial prefrontal cortex, and selective memory retrieval: Evidence from a rodent model of the retrieval‐induced forgetting effect","2014"
"In vivo imaging of dentate gyrus mossy cells in behaving mice","2017"
"A Hopfield-like hippocampal CA3 neural network model for studying associative memory in Alzheimer's disease**★","2010"
"Full View","0"
"Neuronal Ensemble Coding of Spike Trains in the Hippocampus CA3 via Small-world Network.","2010"
"Reduced excitability in the dentate gyrus network of βIV‐spectrin mutant mice in vivo","2009"
"Hippocampus neurons and place cells/place field representation to provide path navigation","2007"
"Hippocampal area CA2: an emerging modulatory gateway in the hippocampal circuit","2018"
"The hippocampus and cerebellum in adaptively timed learning, recognition, and movement","1996"
"Dual coding with STDP in a spiking recurrent neural network model of the hippocampus","2010"
"A spin glass model of path integration in rat medial entorhinal cortex","2006"
"Hippocampus-inspired spiking neural network on FPGA","2008"
"A diffusely preprogrammed but sharply trainable hippocampus model","1971"
"Stochastic resonance in the hippocampal CA3–CA1 model: a possible memory recall mechanism","2002"
"Circuit mechanisms of seizures in the pilocarpine model of chronic epilepsy: cell loss and mossy fiber sprouting","1993"
"Local circuit synaptic interactions between CA1 pyramidal cells and interneurons in the kainate‐lesioned hyperexcitable hippocampus","1991"
"A neural network with a background level of excitation in the cat hippocampus","1973"
"Crosstalk and transitions between multiple spatial maps in an attractor neural network model of the hippocampus: Phase diagram","2013"
"Prospective representation of navigational goals in the human hippocampus","2016"
"Segmentation of the hippocampus by transferring algorithmic knowledge for large cohort processing","2018"
"Regionally localized recurrent excitation in the dentate gyrus of a cortical contusion model of posttraumatic epilepsy","2010"
"Sub-circuit alterations in dorsal hippocampus structure and function after global neurodevelopmental insult","2018"
"A model of the mechanisms of long-term potentiation in the hippocampus","1990"
"An anatomically constrained neural network model of fear conditioning.","1995"
"Cross-talk and transitions between multiple environments in an attractor neural network model of the hippocampus","2013"
"Age-dependent specific changes in area CA2 of the hippocampus and social memory deficit in a mouse model of the 22q11. 2 deletion syndrome","2016"
"Differential modulation of synaptic plasticity and local circuit activity in the dentate gyrus and CA1 regions of the rat hippocampus by corticosterone","2015"
"CA2: A highly connected intrahippocampal relay","2019"
"Grid cells and spatial maps in entorhinal cortex and hippocampus","2016"
"Exposure to forced swim stress alters local circuit activity and plasticity in the dentate gyrus of the hippocampus","2008"
"Mathematical model of the CA1 region of the rat hippocampus","1998"
"Functional optical probing of the hippocampal trisynaptic circuit in vitro: network dynamics, filter properties, and polysynaptic induction of CA1 LTP","2015"
"Normal and epilepsy-associated pathologic function of the dentate gyrus","2016"
"The hippocampus, space, and viewpoints in episodic memory","2002"
"Low-frequency stimulation of the hippocampal CA3 subfield is anti-epileptogenic and anti-ictogenic in rat amygdaloid kindling model of epilepsy","2009"
"Stimulation in hippocampal region CA1 in behaving rats yields long-term potentiation when delivered to the peak of theta and long-term depression when delivered to …","2003"
"A computer model of unitary responses from associational/commissural and perforant path synapses in hippocampal CA3 pyramidal cells","2011"
"An emerging molecular and cellular framework for memory processing by the hippocampus","2002"
"Properties of carbachol-induced oscillatory activity in rat hippocampus","1997"
"The hippocampus","2015"
"Implementation of the excitatory entorhinal-dentate-CA3 topography in a large-scale computational model of the rat hippocampus","2014"
"Theta rhythm selection of a dentate gyrus network model","2004"
"A place for the hippocampus in the cocaine addiction circuit: Potential roles for adult hippocampal neurogenesis","2016"
"Theta coordinated error-driven learning in the hippocampus","2013"
"Subthreshold membrane-potential resonances shape spike-train patterns in the entorhinal cortex","2008"
"A pharmacological model for psychosis based on N-methyl-D-aspartate receptor hypofunction: molecular, cellular, functional and behavioral abnormalities","2006"
"Computational principles of learning in the neocortex and hippocampus","2000"
"Storage, recall, and novelty detection of sequences by the hippocampus: elaborating on the SOCRATIC model to account for normal and aberrant effects of dopamine","2001"
"Dopamine loss alters the hippocampus-nucleus accumbens synaptic transmission in the Tg2576 mouse model of Alzheimer's disease","2018"
"Common control principles of basal ganglia-thalamocortical loops and the hippocampus","1997"
"Cell-type-specific circuit connectivity of hippocampal CA1 revealed through Cre-dependent rabies tracing","2014"
"Chaotic responses of the hippocampal CA3 region to a mossy fiber stimulation in vitro","1995"
"","0"
"Electrophysiological Alterations of Pyramidal Cells and Interneurons of the CA1 Region of the Hippocampus in a Novel Mouse Model of Dravet Syndrome","2020"
"Biology of decisionary and learning mechanisms in mammalian CA3-hippocampus: A Review","1975"
"Green model to adapt classical conditioning learning in the hippocampus","2020"
"High acetylcholine levels set circuit dynamics for attention and encoding and low acetylcholine levels set dynamics for consolidation","2004"
"A hippocampus ca3 model with autoassociative and heteroassociative memory functions","2009"
"Long-term potentiation-like facilitation through GABAA receptor blockade in the mouse dentate gyrus in vivo","2008"
"Remembering rewarding futures: A simulation‐selection model of the hippocampus","2018"
"Full View","0"
"Valence compensated perovskite oxide system Ca1−xLaxTi1−xCrxO3 Part III Impedance spectroscopy","2001"
"Altered axonal targeting and short-term plasticity in the hippocampus of Disc1 mutant mice","2011"
"Alterations of in vivo CA1 network activity in Dp (16) 1Yey Down syndrome model mice","2018"
"Storage and recall of dynamical patterns in neural network models of hippocampus","2002"
"Forming independent components via temporal locking of reconstruction architectures: a functional model of the hippocampus","1998"
"Multi-layer spike-in spike-out representation of Hippocampus circuitry","2013"
"Disruption of inhibition in area CA1 of the hippocampus in a rat model of temporal lobe epilepsy","2001"
"Effect of Mutant NMDA Receptors on the Oscillations in a Model of Hippocampus","2019"
"Three-dimensional structure of CA1 pyramidal cells in rat hippocampus--optical recording of LSM and computer simulation of fractal structure.","1995"
"Defining time in a minimal hippocampal CA3 model by matching time-span of associative synaptic modification and input pattern duration","2003"
"Neural dynamics of the cognitive map in the hippocampus","2007"
"Inhibitory control of sensory gating in a computer model of the CA3 region of the hippocampus","2003"
"A spiking-network cognitive architecture inspired by the hippocampus","2013"
"Circuit-and diagnosis-specific DNA methylation changes at γ-aminobutyric acid–related genes in postmortem human hippocampus in schizophrenia and bipolar …","2015"
"I h Tunes Theta/Gamma Oscillations and Cross-Frequency Coupling In an In Silico CA3 Model","2013"
"A circuit from hippocampal CA2 to lateral septum disinhibits social aggression","2018"
"Prediction, sequences and the hippocampus","2009"
"Memory consolidation through reinstatement in a connectionist model of hippocampus and neocortex","2012"
"Preservation of topography in the connections between the subiculum, field CA1, and the entorhinal cortex in rats","1995"
"What is the mammalian dentate gyrus good for?","2008"
"Impaired in vivo gamma oscillations in the medial entorhinal cortex of knock-in Alzheimer model","2017"
"Oscillation-driven memory encoding, maintenance and recall in an entorhinal-hippocampal circuit model","2019"
"Spatial cognition and neuro-mimetic navigation: a model of hippocampal place cell activity","2000"
"Cannabinoid-mediated inhibition of recurrent excitatory circuitry in the dentate gyrus in a mouse model of temporal lobe epilepsy","2010"
"Continuous time recurrent neural network model of recurrent collaterals in the hippocampus CA3 region","2016"
"Impaired spatial representation in CA1 after lesion of direct input from entorhinal cortex","2008"
"A functional hypothesis for adult hippocampal neurogenesis: avoidance of catastrophic interference in the dentate gyrus","2006"
"Circuit-specific alterations in hippocampal synaptophysin immunoreactivity predict spatial learning impairment in aged rats","2000"
"A model of the mechanism of cooperativity and associativity of long-term potentiation in the hippocampus: a fundamental mechanism of associative memory and …","1991"
"CA1 pyramidal cell diversity enabling parallel information processing in the hippocampus","2018"
"Encoding spatial context: A hypothesis on the function of the dentate gyrus-hilus system","1998"
"Entorhinal cortex grid cells can map to hippocampal place cells by competitive learning","2006"
"A large-scale detailed neuronal model of electrical stimulation of the dentate gyrus and perforant path as a platform for electrode design and optimization","2016"
"Hippocampus as comparator: role of the two input and two output systems of the hippocampus in selection and registration of information","2001"
"The role of the subiculum within the behavioural inhibition system","2006"
"Fast (beta) rhythms in the hippocampus: a review","1992"
"Considerations arising from a complementary learning systems perspective on hippocampus and neocortex","1996"
"Full View","0"
"Remembering the past and imagining the future: a neural model of spatial memory and imagery.","2007"
"Cantor coding in the hippocampus","2001"
"Conversion of a phase‐to a rate‐coded position signal by a three‐stage model of theta cells, grid cells, and place cells","2008"
"Altered circuit function and plasticity in the hippocampus and prefrontal cortex of an animal model of treatment-resistant depression","2017"
"Progesterone Withdrawal Reduces Paired-Pulse Inhibition in Rat Hippocampus: Dependence on GABAA Receptor α4 Subunit Upregulation","2003"
"A computational model of pattern separation efficiency in the dentate gyrus with implications in schizophrenia","2015"
"Topological determinants of epileptogenesis in large-scale structural and functional models of the dentate gyrus derived from experimental data","2007"
"Subiculum network excitability is increased in a rodent model of temporal lobe epilepsy","2006"
"Time, space, and the hippocampus","1995"
"Role of the hippocampus in mediating interference as measured by pattern separation processes","2013"
"Memory consolidation and the medial temporal lobe: a simple network model","1994"
"Evidence of multistability in a realistic computer simulation of hippocampus subfield CA1","2009"
"Parietal cortex and hippocampus: From visual affordances to the world graph.","1999"
"Synchronized spike selection in a hippocampal dentate gyrus network model in the theta frequency range","2007"
"A simple (or simplistic?) cognitive model for schizophrenia","1993"
"Propagation of synchronous epileptiform events from subiculum backward into area CA1 of rat brain slices","2001"
"Functional regulation of the dentate gyrus by GABA-mediated inhibition","2007"
"Circuit-based framework for understanding neurotransmitter and risk gene interactions in schizophrenia","2008"
"Crosstalk and transitions between multiple spatial maps in an attractor neural network model of the hippocampus: Collective motion of the activity","2014"
"An assessment of Marr's theory of the hippocampus as a temporary memory store","1990"
"The nucleus reuniens of the thalamus sits at the nexus of a hippocampus and medial prefrontal cortex circuit enabling memory and behavior","2019"
"A model of spatial map formation in the hippocampus of the rat","1996"
"How hippocampus and cortex contribute to recognition memory: revisiting the complementary learning systems model","2010"
"Plasticity of directional place fields in a model of rodent CA3","1998"
"Stimulus configuration, occasion setting and the hippocampus.","1997"
"Using a mobile robot to test a model of the rat hippocampus","1998"
"Impaired spatial memory performance in a rat model of neuropathic pain is associated with reduced hippocampus–prefrontal cortex connectivity","2013"
"Sequence learning and timing in hippocampus, prefrontal cortex, and accumbens","2001"
"Model of frequent, recurrent, and spontaneous seizures in the intact mouse hippocampus","2004"
"Re-entrant activity in a presubiculum–subiculum circuit generates epileptiform activity in vitro","1999"
"Comparison of population coherence of place cells in hippocampal subfields CA1 and CA3","2004"
"Selective depression of GABA-mediated IPSPs by somatostatin in area CA1 of rabbit hippocampal slices","1989"
"Encoding and retrieval of episodic memories: role of cholinergic and GABAergic modulation in the hippocampus","1996"
"Admittance Method for Estimating Local Field Potentials Generated in a Multi-Scale Neuron Model of the Hippocampus","2020"
"The inhibitory control of pyramidal cell discharge in a neural network simulation of a local circuit in hippocampus area CA1","1998"
"The role of the dentate gyrus, CA3a, b, and CA3c for detecting spatial and environmental novelty","2008"
"Noise effect on memory recall in dynamical neural network model of hippocampus","2002"
"Modeling sharp wave‐ripple complexes through a CA3‐CA1 network model with chemical synapses","2012"
"Discrete modeling for a minimal circuit in the hippocampus","2018"
"Full View","0"
"Using an open-loop inverse control strategy to regulate CA1 nonlinear dynamics for an in vitro hippocampal prosthesis model","2009"
"GABAA receptor subunits in the rat hippocampus I: immunocytochemical distribution of 13 subunits","1997"
"A prefrontal–thalamo–hippocampal circuit for goal-directed spatial navigation","2015"
"Operation and plasticity of hippocampal CA3 circuits: implications for memory encoding","2017"
"A ventral CA1 to nucleus accumbens core engram circuit mediates conditioned place preference for cocaine","2019"
"Dielectric properties and current–voltage nonlinear behavior of Ca1− xSrxCu3Ti4O12 ceramics","2009"
"The hippocampus as a cognitive graph (abridged version)","1991"
"Anterior hippocampus: the anatomy of perception, imagination and episodic memory","2016"
"RGS14 is a natural suppressor of both synaptic plasticity in CA2 neurons and hippocampal-based learning and memory","2010"
"Common circuit defect of excitatory-inhibitory balance in mouse models of autism","2009"
"Dynamics of learning and recall at excitatory recurrent synapses and cholinergic modulation in rat hippocampal region CA3","1995"
"Input-Output Relationship of CA1 Pyramidal Neurons Reveals Intact Homeostatic Mechanisms in a Mouse Model of Fragile X Syndrome","2020"
"Implementation of topographically constrained connectivity for a large-scale biologically realistic model of the hippocampus","2012"
"Cholinergic induction of network oscillations at 40 Hz in the hippocampus in vitro","1998"
"Vector symbolic spiking neural network model of hippocampal subarea ca1 novelty detection functionality","2016"
"Book Review: Neural network models of schizophrenia","2001"
"Noncanonical connections between the subiculum and hippocampal CA1","2016"
"","2001"
"The hippocampus book","2006"
"Mossy fiber sprouting in the dentate gyrus","2012"
"Neuronal models for sleep-wake regulation and synaptic reorganization in the sleeping hippocampus","2007"
"Face recognition evaluation of an association cortex-entorhinal cortex hippocampal formation model by successive learning","2001"
"Full View","0"
"A neurophenomenological model for the role of the hippocampus in temporal consciousness. Evidence from confabulation","2015"
"… for a specific integrative mechanism for episodic memory mediated by AMPA/kainate receptors in a circuit involving medial prefrontal cortex and hippocampal CA3 …","2015"
"α7-nAChR agonist enhances neural plasticity in the hippocampus via a GABAergic circuit","2016"
"Pattern separation in the hippocampus","2011"
"Na+ K+ ATPase activity in the rat hippocampus: a study in the pilocarpine model of epilepsy","1996"
"Place cells in the hippocampus: eleven maps for eleven rooms","2014"
"Restoration of calbindin after fetal hippocampal CA3 cell grafting into the injured hippocampus in a rat model of temporal lobe epilepsy","2007"
"Differential modulation of CA1 and dentate gyrus interneurons during exploration of novel environments","2004"
"Modeling of evoked field potentials in hippocampal CA1 area describes their dependence on NMDA and GABA receptors","2001"
"Model of behavioral modulation of the hippocampal CA1 region of the rat.","1981"
"Contributions of adult neurogenesis to dentate gyrus network activity and computations","2019"
"Repair of the injured adult hippocampus through graft-mediated modulation of the plasticity of the dentate gyrus in a rat model of temporal lobe epilepsy","2005"
"The Mathematical Theory of Integrative Physiology: Application to hippocampus for drug discovery","2010"
"Clustering and Synchronization in a One-Dimensional Model for the CA3 Region of the Hippocampus","2002"
"Pattern separation in the hippocampus through the eyes of computational modeling","2017"
"Adult neurogenesis modifies excitability of the dentate gyrus","2013"
"Latent attractors: a model for context-dependent place representations in the hippocampus","2000"
"… in the amygdala or ventral hippocampus disrupt prepulse inhibition of the acoustic startle response; implications for an animal model of neurodevelopmental disorders …","2003"
"Development of neural circuits in the adult hippocampus","2009"
"Hippocampus, time, and memory—A retrospective analysis.","2013"
"A cognitive map building algorithm by means of cognitive mechanism of hippocampus","2018"
"Circuit mechanisms underlying memory encoding and retrieval in the long axis of the hippocampal formation","2001"
"Place cells, navigational accuracy, and the human hippocampus","1998"
"Control theory-based regulation of hippocampal CA1 nonlinear dynamics","2008"
"Increases in mRNA levels for synapsin I but not synapsin II in the hippocampus of the rat kindling model of epilepsy","1998"
"Data‐driven integration of hippocampal CA1 synaptic physiology in silico","2020"
"Paranoid schizophrenia may be caused by dopamine hyperactivity of CA1 hippocampus","1992"
"A role for hilar cells in pattern separation in the dentate gyrus: a computational approach","2009"
"Deciphering the role of CA1 inhibitory circuits in sharp wave-ripple complexes","2013"
"Transitivity, flexibility, conjunctive representations, and the hippocampus. I. An empirical analysis","2003"
"A controlled attractor network model of path integration in the rat","2005"
"NMDA receptor-dependent switching between different gamma rhythm-generating microcircuits in entorhinal cortex","2008"
"The hippocampus: a biological model for studying learning and memory","1994"
"A Golgi and a combined Golgi/GABA immunogold study of local circuit neurons in the homing pigeon hippocampus","2000"
"Senescent synapses and hippocampal circuit dynamics","2010"
"Pattern Separation in a Spiking Neural Network of Hippocampus Robust to Imbalanced Excitation/Inhibition","2018"
"Temporally structured replay of neural activity in a model of entorhinal cortex, hippocampus and postsubiculum","2008"
"A neurocomputational model of classical conditioning phenomena: a putative role for the hippocampal region in associative learning","2009"
"Orthogonal arrangement of rhythm-generating microcircuits in the hippocampus","2005"
"Statistical model relating CA3 burst probability to recovery from burst-induced depression at recurrent collateral synapses","2001"
"Heterosynaptic structural plasticity on local dendritic segments of hippocampal CA1 neurons","2015"
"Sparing of the hippocampus and limbic circuit during whole brain radiation therapy: a dosimetric study using helical tomotherapy","2010"
"Deep brain stimulation of the ventral hippocampus restores deficits in processing of auditory evoked potentials in a rodent developmental disruption model of …","2013"
"Physiological evidence for an excitatory pathway from entorhinal cortex to amygdala in the rat","1985"
"Bridging the gap: integrating cellular and functional magnetic resonance imaging studies of the hippocampus","1999"
"Chronic epileptogenesis induced by kindling of the entorhinal cortex: the role of the dentate gyrus","1986"
"Crosstalk and transitions between multiple spatial maps in an attractor neural network model of the hippocampus: Dynamics within one map (II)","2013"
"Cell type–specific genetic and optogenetic tools reveal hippocampal CA2 circuits","2014"
"The hippocampus, memory, and place cells: is it spatial memory or a memory space?","1999"
"Preconfigured, skewed distribution of firing rates in the hippocampus and entorhinal cortex","2013"
"Reversal of synapse degeneration by restoring Wnt signaling in the adult hippocampus","2016"
"NETO1 regulates postsynaptic kainate receptors in CA3 interneurons during circuit maturation","2019"
"Stable memory allocation in the hippocampus: Fundamental limits and neural realization","2016"
"The hippocampus and imagining the future: where do we stand?","2012"
"Entorhinal cortex","2010"
"Serotonergic mechanisms of the median raphe nucleus–dorsal hippocampus in conditioned fear: Output circuit involves the prefrontal cortex and amygdala","2009"
"Hippocampus as unitary coherent particle filter","2010"
"The primate hippocampus: ontogeny, early insult and memory","2005"
"Altered dorsal CA1 neuronal population coding in the APP/PS1 mouse model of Alzheimer's disease","2020"
"VLSI implementation of the hippocampus on nonlinear system model","1994"
"Full View","0"
"Intrinsic circuit organization and theta–gamma oscillation dynamics in the entorhinal cortex of the rat","2010"
"Maps, routes, and the hippocampus: a neural network approach","1993"
"Role of amygdala and hippocampus in the neural circuit subserving conditioned defeat in Syrian hamsters","2010"
"Amyloid deposition in the hippocampus and entorhinal cortex: quantitative analysis of a transgenic mouse model","2003"
"The sync/desync model: How a synchronized hippocampus and a desynchronized neocortex code memories","2018"
"A neural network model of memory system using hippocampus","2003"
"A hierarchical modeling approach of hippocampus local circuit","2009"
"High-speed imaging reveals neurophysiological links to behavior in an animal model of depression","2007"
"A neural network model of adaptively timed reinforcement learning and hippocampal dynamics","1992"
"Spatial view cells in the hippocampus, and their idiothetic update based on place and head direction","2005"
"Analysis of the anatomy of the Papez circuit and adjoining limbic system by fiber dissection techniques","2012"
"Synaptic modification of interneuron afferents in a hippocampal CA3 model prevents activity oscillations","2003"
"A deep learning-inspired model of the hippocampus as storage device of the brain extended dataset","2017"
"Neurogenesis in a high resolution dentate gyrus model","2013"
"Neuronal rebound spiking, resonance frequency and theta cycle skipping may contribute to grid cell firing in medial entorhinal cortex","2014"
"Neuromodulation of the feedforward dentate gyrus-CA3 microcircuit","2016"
"Enhancing dentate gyrus function with dietary flavanols improves cognition in older adults","2014"
"Silencing CA3 disrupts temporal coding in the CA1 ensemble","2016"
"Simulation of human episodic memory by using a computational model of the hippocampus","2010"
"… theory, model, and experiment to explain how intrinsic theta rhythms are generated in an in vitro whole hippocampus preparation without oscillatory inputs","2017"
"Excitatory synaptic drive and feedforward inhibition in the hippocampal CA3 circuit are regulated by SynCAM 1","2016"
"CA3 retrieves coherent representations from degraded input: direct evidence for CA3 pattern completion and dentate gyrus pattern separation","2014"
"A Model for Grid Firing and Theta-Nested Gamma Oscillations in Layer 2 of the Medial Entorhinal Cortex","2018"
"Oxytocin transforms firing mode of CA2 hippocampal neurons","2018"
"Oscillatory models of the hippocampus: a study of spatio-temporal patterns of neural activity","1999"
"Synaptic plasticity in the hippocampus: LTP and LTD","1994"
"Effects of 5-HT on memory and the hippocampus: model and data","2006"
"… Model Reveals That the Experimentally Observed Switch of the Granule Cell Phenotype During Epilepsy Can Maintain the Pattern Separation Function of the Dentate …","2018"
"Emergent dynamics of fast ripples in the epileptic hippocampus","2010"
"Impairment of GABA release in the hippocampus at the time of the first spontaneous seizure in the pilocarpine model of temporal lobe epilepsy","2014"
"Application of a novel modeling method to the nonstationary properties of potentiation in the rabbit hippocampus","1999"
"… in a mouse model of temporal lobe epilepsy are associated with distinct EEG patterns and selective neurochemical alterations in the contralateral hippocampus","2005"
"Hippocampus analysis based on 3D CNN for Alzheimer's disease diagnosis","2018"
"Entorhinal cortex and cognition","2009"
"Pattern separation in the hippocampus: distinct circuits under different conditions","2018"
